"Order","Family","Genus","Species","spawningMode","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnSize","lnEggSize","absLatitude"
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",761.517,"TL",1.234,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.63531249644585,0.210260925483196,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",710.431,"TL",1.2303,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.56587182811326,0.207258042083986,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",701.516,"TL",1.3298,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.55324370755041,0.285028554986218,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",753.14,"TL",1.4079,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.62425113349313,0.342099232486345,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",753.295,"TL",1.4294,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.62445691734779,0.357254775803741,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",733.601,"TL",1.3704,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.597965284082,0.315102668027773,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",730.702,"TL",1.3692,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.59400571589484,0.314226627673893,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",720.393,"TL",1.4091,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.57979689643061,0.342951202718922,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",711.621,"TL",1.395,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.56754546631745,0.332894415273329,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",692.53,"TL",1.4195,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.54035155842279,0.350304696930889,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",711.345,"TL",1.3569,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.56715754418374,0.30520268616977,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",670.856,"TL",1.3532,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.50855450887366,0.302472157924416,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",610.628,"TL",1.2843,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.41448793578395,0.250213822836873,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",612.04,"TL",1.3464,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.41679763985361,0.297434363894459,63.548692
"Gadiformes","Gadidae","Gadus","Gadus morhua","pelagic",531.772,"TL",1.3039,"",NA,"Coastal Iceland","1996","14",FALSE,TRUE,63.548692,-22.584796,"marteinsdottir_g_2002_m235_235.pdf",6.27621482605009,0.26535977344729,63.548692
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",617.172,"TL",1.4386,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.42514775329013,0.363670418451119,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",597.792,"TL",1.4494,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.39324286735815,0.371149677693044,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",567.553,"TL",1.3685,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.34133413706527,0.313715249498597,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",537.694,"TL",1.4159,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.28728962511473,0.347765371308788,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",538.282,"TL",1.4159,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.28838258640482,0.347765371308788,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",527.114,"TL",1.4189,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.26741684393341,0.349881923531131,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",548.178,"TL",1.3809,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.30660005172447,0.322735460509168,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",527.279,"TL",1.4747,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.2677298202171,0.388454579274758,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",527.823,"TL",1.4599,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.26876100023231,0.378367940223797,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",487.852,"TL",1.4698,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.19001208116634,0.385126337112634,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",477.327,"TL",1.491,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.16820179060803,0.399447035782601,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",497.176,"TL",1.4397,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.20894408815775,0.364434758550172,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",487.793,"TL",1.4496,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.18989113553535,0.371287656306578,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",517.085,"TL",1.409,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.2482072710526,0.342880232916543,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",528.172,"TL",1.3784,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.26942198823454,0.320923406231583,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",517.591,"TL",1.3809,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.24918535509116,0.322735460509168,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",507.588,"TL",1.3799,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.22967009489885,0.322011032775372,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",508.088,"TL",1.3498,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.23065466092264,0.299956433327169,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",518.056,"TL",1.3394,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.25008334452433,0.292221752493813,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",518.056,"TL",1.3389,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.25008334452433,0.291848381321197,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",497,"TL",1.3799,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.20859002609663,0.322011032775372,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",487.643,"TL",1.3987,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.18958358075742,0.335543233803121,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",487.637,"TL",1.3967,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.18957127659862,0.334112311329589,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",487.562,"TL",1.371,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.18941746183846,0.315540400580177,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",478.178,"TL",1.3804,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.16998304811063,0.322373312241711,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",477.084,"TL",1.4086,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.16769257601338,0.342596303329173,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",477.736,"TL",1.4303,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.16905827866171,0.357884212478717,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",467.174,"TL",1.4392,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.14670177928053,0.364087403654186,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",467.588,"TL",1.38,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.14758756630882,0.322083499169113,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",457.61,"TL",1.3879,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.12601729297366,0.327791813379657,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",457.61,"TL",1.3874,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.12601729297366,0.327431491969064,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",458.147,"TL",1.37,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.12719009331601,0.314810739840034,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",457.529,"TL",1.3597,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.12584027068478,0.307264087179503,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",448.056,"TL",1.3395,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10491822460314,0.292296410002526,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",467.675,"TL",1.4096,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.14777361023497,0.343305976199778,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",467.671,"TL",1.4086,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.1477650572503,0.342596303329173,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",447.115,"TL",1.419,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10281583221865,0.349952398177906,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",446.619,"TL",1.4506,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10170588216434,0.371977263947175,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",446.618,"TL",1.4501,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10170364311691,0.371632519571712,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",437.119,"TL",1.4205,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.08020546923844,0.351008922312106,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",427.732,"TL",1.4289,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.0584968312323,0.356904917492787,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",447.665,"TL",1.4061,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10404518484001,0.340819914614633,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",447.664,"TL",1.4057,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10404295102428,0.340535399355583,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",437.646,"TL",1.3997,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.08141036441316,0.336257927944463,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",437.643,"TL",1.3987,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.08140350953437,0.335543233803121,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",437.619,"TL",1.3904,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.08134866881238,0.329591475528991,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",448.176,"TL",1.38,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10518601240968,0.322083499169113,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",447.559,"TL",1.37,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.10380837259973,0.314810739840034,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",437.559,"TL",1.37,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.08121155384812,0.314810739840034,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",418.436,"TL",1.4684,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03652395111432,0.384173372640542,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",417.842,"TL",1.4664,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03510337063774,0.382810417543358,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",417.235,"TL",1.46,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03364961222528,0.378436435720245,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",417.205,"TL",1.4496,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03357770771444,0.371287656306578,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",407.736,"TL",1.4304,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.01061990614772,0.357954125437113,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",396.59,"TL",1.4408,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",5.98290300144607,0.365198514879609,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",397.264,"TL",1.4699,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",5.98460104708658,0.385194371265805,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",418.647,"TL",1.34,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.0370280827344,0.29266961396282,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",418.089,"TL",1.3504,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03569432852108,0.300400844859556,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",418.117,"TL",1.3602,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03576129766507,0.307631747759401,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",417.588,"TL",1.38,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.03449530052337,0.322083499169113,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",407.08,"TL",1.4072,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.00900972632373,0.341601914441211,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",407.076,"TL",1.4057,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",6.00899990019704,0.340535399355583,57.909452
"Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","pelagic",387.645,"TL",1.3993,"",NA,"West and north of Scotland","1986 - 1987 March","50 eggs per female",FALSE,FALSE,57.909452,-3.354753,"hislop_jrg_1988_j32_923.pdf",5.96008997234884,0.335972111579531,57.909452
